coldata$id X3543.CF.1 X3543.CF.198 X3543.CF.221 X3543.CF.274 X3543.CF.249 X3543.CF.145 X3543.CF.294 X3543.CF.253 X3543.CF.201
ENSG00000224769 4 0 3 0 2 0 0 1 1
ENSG00000224773 0 0 2 3 2 1 0 1 0
ENSG00000224775 0 0 0 0 0 0 0 0 0
ENSG00000224781 4 16 13 13 18 1 10 19 20
ENSG00000224785 1 0 0 2 7 0 0 8 3
ENSG00000224786 7 0 9 0 5 4 2 9 6
ENSG00000224789 0 0 0 0 0 0 0 0 0
ENSG00000224790 0 4 2 0 3 2 8 4 0
ENSG00000224791 0 3 0 0 0 0 2 0 0
ENSG00000224794 1 0 0 0 0 0 0 1 0
ENSG00000224796 9 26 9 4 34 8 23 8 15
ENSG00000224802 0 15 4 1 1 0 0 3 2
ENSG00000224805 32 2 17 3 2 1 0 7 0
ENSG00000224809 0 3 0 0 0 0 0 1 0
ENSG00000224810 0 0 0 0 0 0 0 0 0
ENSG00000224812 0 0 1 0 1 7 0 0 2
ENSG00000224815 0 0 0 0 0 0 0 0 2
ENSG00000224817 0 0 0 0 0 0 0 0 0
ENSG00000224819 0 0 0 0 0 0 0 0 0
ENSG00000224826 2 0 0 0 0 0 0 0 0
ENSG00000224830 0 0 0 0 0 0 0 0 0
ENSG00000224831 12 26 33 45 31 15 17 62 11
ENSG00000224832 0 0 0 0 0 0 0 0 0
ENSG00000224837 0 0 0 3 0 0 0 1 0
ENSG00000224839 2 3 0 0 2 0 2 5 1
ENSG00000224844 0 3 0 0 0 5 0 0 4
ENSG00000224846 11 3 8 0 3 0 3 11 0
ENSG00000224848 0 1 0 1 1 0 1 4 8
ENSG00000224852 0 0 3 0 3 0 1 0 3
ENSG00000224855 3 0 0 0 0 0 0 0 0
ENSG00000224856 0 0 0 2 0 0 0 3 0
ENSG00000224857 0 0 0 0 0 0 0 0 0
ENSG00000224858 23 30 12 41 45 7 19 40 20
ENSG00000224861 254 328 237 482 541 117 197 589 235
ENSG00000224863 0 5 0 0 0 0 0 0 0
ENSG00000224864 2 0 4 0 0 6 0 0 0
ENSG00000224870 30 93 56 39 116 23 71 92 96
ENSG00000224875 4 10 1 0 4 0 9 9 1
ENSG00000224877 104 114 93 102 99 93 64 173 76
ENSG00000224881 3 0 1 3 0 0 0 0 0
ENSG00000224885 0 0 0 0 3 1 0 1 2
ENSG00000224886 10 11 0 0 8 0 2 7 0
ENSG00000224888 22 47 17 7 46 9 33 53 15
ENSG00000224891 0 5 1 0 4 3 2 2 2
ENSG00000224892 10 9 4 1 5 5 1 11 7
ENSG00000224893 0 0 0 0 2 0 0 0 0
ENSG00000224895 4 1 0 3 4 3 2 8 0
ENSG00000224897 4 0 0 15 3 3 1 4 4
ENSG00000224903 3 16 7 5 11 11 27 37 19
ENSG00000224904 0 0 0 0 0 0 0 0 0
ENSG00000224905 0 0 0 0 4 0 0 3 0
ENSG00000224914 68 65 71 45 106 45 80 120 124
ENSG00000224916 2 0 0 0 1 0 0 1 0
ENSG00000224917 3 0 0 0 0 0 0 0 0
ENSG00000224924 2 0 0 0 0 2 0 0 0
ENSG00000224931 1 0 0 0 0 1 0 0 0
ENSG00000224934 9 8 7 23 11 24 11 4 3
ENSG00000224940 16 0 1 3 6 0 0 0 3
ENSG00000224949 0 3 0 0 0 0 0 0 0
ENSG00000224950 17 38 37 3 67 12 35 57 48
ENSG00000224955 0 0 0 0 0 0 1 0 0
ENSG00000224957 0 0 0 4 0 0 0 0 0
ENSG00000224958 1 0 2 0 0 4 0 0 0
ENSG00000224959 3 13 11 7 17 5 12 5 5
ENSG00000224961 0 0 2 0 0 0 0 0 0
ENSG00000224965 0 0 0 0 0 0 1 0 0
ENSG00000224967 0 0 1 0 0 0 0 1 0
ENSG00000224971 0 0 0 1 0 0 0 0 1
ENSG00000224972 0 0 0 0 0 0 0 0 2
ENSG00000224975 3 5 0 0 7 0 0 2 2
ENSG00000224976 0 0 0 0 0 0 0 0 0
ENSG00000224982 3 0 2 0 0 0 0 2 0
ENSG00000224985 4 2 0 4 0 0 1 7 2
ENSG00000224986 6 2 4 0 3 6 4 7 1
ENSG00000224988 1 0 0 0 0 0 0 0 0
ENSG00000224992 0 0 0 0 1 0 1 0 0
ENSG00000224993 2 9 4 9 4 3 3 8 15
ENSG00000225000 0 0 0 0 1 0 1 2 1
ENSG00000225005 0 0 0 0 0 4 0 0 0
ENSG00000225008 0 0 2 1 3 1 2 3 0
ENSG00000225014 25 36 32 33 31 43 29 26 40
ENSG00000225017 8 1 23 9 15 6 6 16 3
ENSG00000225022 6 1 1 4 6 1 1 2 3
ENSG00000225025 0 0 0 2 5 0 19 0 3
ENSG00000225026 2 0 1 4 0 0 0 0 0
ENSG00000225028 0 0 0 0 0 0 0 0 0
ENSG00000225031 76 80 123 121 181 50 45 138 166
ENSG00000225032 1 0 15 9 18 2 23 24 13
ENSG00000225037 0 2 3 2 0 2 0 3 3
ENSG00000225039 2 5 0 1 0 0 0 0 0
ENSG00000225043 0 6 1 0 0 0 0 1 5
ENSG00000225045 0 0 0 0 0 0 1 0 0
ENSG00000225051 0 0 1 1 0 0 0 2 0
ENSG00000225053 0 0 0 0 0 0 0 0 0
ENSG00000225057 1 0 7 3 1 0 2 3 1
ENSG00000225062 51 49 26 28 18 2 30 39 38
ENSG00000225067 1 4 0 3 5 1 0 1 1
ENSG00000225071 1 8 0 10 0 0 1 4 3
ENSG00000225075 0 0 0 3 0 0 0 0 0
ENSG00000225076 0 0 0 0 0 0 0 0 1
ENSG00000225077 0 0 0 0 0 0 0 1 0
ENSG00000225078 0 3 0 0 2 0 0 4 0
ENSG00000225079 0 4 7 12 2 3 15 6 15
ENSG00000225080 5 5 0 1 4 0 0 3 3
ENSG00000225084 3 0 2 5 7 0 0 4 1
ENSG00000225091 0 0 0 0 1 0 0 0 0
ENSG00000225092 11 28 13 15 20 12 17 22 7
ENSG00000225093 0 1 0 0 9 1 3 3 0
ENSG00000225094 1 8 12 1 3 0 0 1 0
ENSG00000225098 0 0 0 0 1 0 0 1 0
ENSG00000225101 83 105 119 39 93 32 117 121 89
ENSG00000225108 2 0 0 0 0 0 0 0 0
ENSG00000225110 0 0 4 0 0 0 0 0 0
ENSG00000225111 0 0 0 0 1 0 0 1 0
ENSG00000225124 0 0 0 0 0 0 1 0 0
ENSG00000225125 0 0 1 0 0 0 6 8 2
ENSG00000225127 0 0 0 0 0 0 0 1 0
ENSG00000225131 1 0 0 1 10 1 2 13 3
ENSG00000225133 0 0 0 0 0 0 0 0 0
ENSG00000225137 2 2 10 3 5 1 4 13 8
ENSG00000225138 16 29 20 0 39 5 34 24 25
ENSG00000225140 0 0 0 0 0 0 0 0 0
ENSG00000225151 27 41 10 20 26 18 7 21 19
ENSG00000225154 0 0 0 0 0 0 0 0 0
ENSG00000225155 0 0 0 0 0 0 0 0 0
ENSG00000225159 1 0 0 5 2 1 2 4 3
ENSG00000225163 0 0 0 0 2 0 0 0 2
ENSG00000225165 2 0 0 0 1 0 0 0 0
ENSG00000225169 0 0 0 0 0 0 0 1 0
ENSG00000225170 0 1 0 0 2 0 0 0 0
ENSG00000225171 1 0 1 0 1 1 0 0 5
ENSG00000225172 2 0 0 0 0 0 0 0 0
ENSG00000225177 6 6 8 7 0 0 9 16 7
ENSG00000225178 20 36 7 181 27 85 16 146 19
ENSG00000225180 0 0 0 2 0 5 0 0 0
ENSG00000225183 0 0 0 0 3 0 0 0 0
ENSG00000225187 11 14 13 5 19 7 10 8 6
ENSG00000225190 701 787 910 465 791 346 754 1319 683
ENSG00000225192 0 3 3 0 1 4 0 6 0
ENSG00000225193 0 9 1 2 3 0 2 7 0
ENSG00000225194 2 7 4 1 1 4 8 12 3
ENSG00000225198 0 0 0 0 0 0 0 0 0
ENSG00000225200 19 21 17 45 43 6 11 19 25
ENSG00000225205 94 21 109 56 40 41 10 70 10
ENSG00000225210 11 1 0 17 0 2 2 0 3
ENSG00000225213 0 0 1 0 2 0 0 0 0
ENSG00000225215 7 24 11 24 25 1 23 31 25
ENSG00000225216 0 1 0 0 0 0 0 0 0
ENSG00000225217 80 496 257 248 934 189 684 1061 401
ENSG00000225218 0 0 0 0 2 0 0 0 0
ENSG00000225222 0 0 1 0 0 1 0 0 0
ENSG00000225224 2 19 11 5 10 4 14 16 19
ENSG00000225226 1 0 1 0 0 0 0 0 0
ENSG00000225230 0 8 3 12 0 2 2 2 6
ENSG00000225231 8 8 4 4 7 0 34 0 0
ENSG00000225234 0 1 2 8 6 0 4 7 0
ENSG00000225246 0 4 0 0 0 0 1 0 0
ENSG00000225251 0 0 0 0 0 0 0 0 0
ENSG00000225259 2 1 2 6 6 1 4 5 3
ENSG00000225264 1 5 0 7 0 2 5 1 3
ENSG00000225265 0 0 0 0 2 6 0 0 0
ENSG00000225271 0 1 0 0 0 0 0 0 0
ENSG00000225272 0 0 0 0 0 0 0 0 0
ENSG00000225279 1 0 0 0 1 0 0 2 0
ENSG00000225280 0 0 0 0 0 0 1 0 0
ENSG00000225282 0 6 0 1 5 1 14 5 0
ENSG00000225284 0 0 3 0 1 0 0 0 0
ENSG00000225292 0 0 0 0 0 0 0 0 0
ENSG00000225299 0 0 0 0 0 6 0 0 0
ENSG00000225300 0 0 5 3 23 5 7 17 12
ENSG00000225303 1 0 0 0 0 0 0 2 0
ENSG00000225311 0 0 1 0 0 0 1 0 0
ENSG00000225313 68 60 69 11 28 10 33 71 14
ENSG00000225314 1 5 3 0 0 0 1 11 0
ENSG00000225321 0 0 0 0 0 0 0 0 0
ENSG00000225331 0 6 1 0 1 1 4 4 2
ENSG00000225335 24 23 21 31 32 14 24 44 25
ENSG00000225336 0 0 0 0 0 0 0 0 0
ENSG00000225338 8 25 6 55 40 7 9 42 22
ENSG00000225339 0 29 5 0 6 0 8 21 0
ENSG00000225341 0 0 1 0 0 0 0 0 0
ENSG00000225342 63 17 41 11 35 5 33 66 22
ENSG00000225345 3 5 0 12 3 1 2 19 2
ENSG00000225349 2 0 0 0 0 0 0 0 0
ENSG00000225357 0 0 0 0 4 0 0 0 0
ENSG00000225358 0 0 0 0 0 0 1 2 0
ENSG00000225360 0 0 0 0 0 0 0 0 0
ENSG00000225361 3 8 3 1 0 8 1 1 1
ENSG00000225362 0 0 0 0 0 0 0 0 0
ENSG00000225369 5 4 4 0 8 1 2 24 13
ENSG00000225370 0 2 0 0 0 0 0 0 0
ENSG00000225371 0 0 0 0 0 0 0 0 0
ENSG00000225377 11 9 10 16 20 2 7 13 20
ENSG00000225393 2 8 10 2 1 0 15 7 34
ENSG00000225399 3 0 0 0 1 3 2 1 3
ENSG00000225400 0 1 0 4 0 2 1 0 0
ENSG00000225401 2 5 5 4 13 0 15 5 19
ENSG00000225402 1 0 0 0 0 0 0 0 0
ENSG00000225406 0 6 1 0 3 0 0 2 0
ENSG00000225407 1 2 4 0 0 0 0 0 0
ENSG00000225408 7 7 1 10 7 0 9 9 3
ENSG00000225411 5 6 10 8 15 0 3 18 12
ENSG00000225415 0 0 0 0 2 0 0 0 0
ENSG00000225416 19 37 30 42 62 8 15 62 47
ENSG00000225418 2 0 0 0 0 0 0 0 0
ENSG00000225419 0 0 0 0 0 0 2 3 0
ENSG00000225420 0 0 1 0 0 4 0 10 2
ENSG00000225422 79 99 122 64 80 29 64 202 93
ENSG00000225423 6 9 15 23 37 15 18 35 10
ENSG00000225428 0 0 0 0 2 0 0 1 0
ENSG00000225434 80 107 71 64 54 28 76 128 85
ENSG00000225439 32 17 17 15 17 13 26 36 16
ENSG00000225442 0 0 0 0 1 0 0 0 0
ENSG00000225446 0 0 0 0 0 0 0 2 0
ENSG00000225447 2 16 9 7 15 8 4 8 1
ENSG00000225449 2 0 0 0 0 0 0 0 0
ENSG00000225450 1 0 0 0 0 0 0 1 0
ENSG00000225460 0 4 0 0 1 0 4 0 0
ENSG00000225465 2 6 1 6 7 7 8 30 12
ENSG00000225470 48 293 215 211 309 74 186 217 165
ENSG00000225471 0 2 0 0 0 0 10 0 0
ENSG00000225473 0 0 0 0 0 0 0 0 0
ENSG00000225476 0 0 0 4 0 0 1 0 0
ENSG00000225479 0 4 0 0 0 0 0 0 2
ENSG00000225483 0 0 0 0 0 0 0 0 0
ENSG00000225484 220 469 218 356 546 130 325 634 349
ENSG00000225486 4 3 2 3 4 0 0 5 2
ENSG00000225488 0 0 2 0 0 0 0 0 0
ENSG00000225489 0 0 0 0 0 5 0 0 0
ENSG00000225492 0 0 5 15 27 5 19 13 11
ENSG00000225493 0 0 0 0 3 0 0 0 0
ENSG00000225496 0 3 0 2 2 0 0 2 0
ENSG00000225499 0 0 0 0 0 0 1 0 0
ENSG00000225502 0 0 0 0 0 0 3 0 0
ENSG00000225505 11 26 6 1 4 0 9 10 1
ENSG00000225506 0 4 0 0 0 0 0 0 0
ENSG00000225507 4 5 2 2 8 0 6 14 2
ENSG00000225511 3 0 2 0 0 7 0 0 0
ENSG00000225513 18 1 8 0 11 2 10 13 4
ENSG00000225521 0 4 1 0 0 0 0 0 0
ENSG00000225526 2 5 0 0 2 0 0 0 0
ENSG00000225527 0 0 0 0 0 0 0 4 0
ENSG00000225528 300 152 390 81 96 64 56 194 85
ENSG00000225530 1 0 0 0 0 0 0 0 0
ENSG00000225535 0 0 0 0 0 0 0 2 0
ENSG00000225536 1 13 6 12 7 8 2 10 3
ENSG00000225538 0 0 0 0 0 0 0 0 0
ENSG00000225542 0 0 0 0 0 0 0 0 0
ENSG00000225544 0 0 15 2 3 0 5 11 0
ENSG00000225548 0 0 0 0 0 0 0 0 4
ENSG00000225549 0 0 0 1 0 0 0 0 0
ENSG00000225556 0 24 12 20 2 13 6 16 9
ENSG00000225558 0 4 0 2 6 0 0 5 6
ENSG00000225568 0 1 2 5 4 0 12 9 0
ENSG00000225569 1 2 0 2 0 0 2 2 0
ENSG00000225572 2 2 10 0 3 0 3 16 0
ENSG00000225573 20 33 30 111 62 20 23 61 53
ENSG00000225578 3 0 0 0 1 0 1 1 1
ENSG00000225579 2 1 1 0 1 0 7 1 2
ENSG00000225580 1 3 2 3 4 0 0 3 4
ENSG00000225591 0 0 0 0 0 0 0 0 0
ENSG00000225595 2 0 0 1 0 0 0 0 0
ENSG00000225603 0 0 1 0 0 0 0 0 0
ENSG00000225611 0 2 1 1 2 0 4 2 1
ENSG00000225612 0 0 2 8 3 0 6 0 0
ENSG00000225614 59 153 47 121 81 73 117 90 68
ENSG00000225616 0 4 0 0 1 0 2 0 0
ENSG00000225624 0 0 0 0 0 0 0 2 0
ENSG00000225626 0 0 0 0 0 0 0 0 0
ENSG00000225630 48 79 68 44 95 8 23 3939 52
ENSG00000225632 0 0 1 6 10 7 0 0 9
ENSG00000225636 17 35 26 13 32 20 14 18 36
ENSG00000225637 0 0 0 2 0 0 0 0 0
ENSG00000225639 2 0 0 3 0 0 0 1 1
ENSG00000225643 0 3 0 0 2 0 0 0 3
ENSG00000225647 0 0 5 0 2 0 0 0 0
ENSG00000225648 47 78 27 71 44 36 56 95 40
ENSG00000225649 0 0 0 3 0 0 0 0 0
ENSG00000225650 0 0 0 0 4 0 1 2 1
ENSG00000225663 99 117 106 141 217 126 127 232 141
ENSG00000225665 0 0 0 0 0 0 0 0 0
ENSG00000225670 2 0 0 0 0 0 0 0 0
ENSG00000225673 2 0 1 0 0 0 0 0 2
ENSG00000225674 4 2 5 6 6 8 4 8 2
ENSG00000225675 1 0 0 0 0 0 3 4 1
ENSG00000225676 0 0 0 0 0 0 0 0 0
ENSG00000225681 0 0 3 0 0 0 3 0 1
ENSG00000225683 0 0 3 0 0 0 0 0 1
ENSG00000225684 15 60 26 15 19 7 1 32 38
ENSG00000225689 0 0 0 0 0 1 0 0 0
ENSG00000225690 0 0 0 0 0 0 0 1 0
ENSG00000225693 0 0 0 0 0 0 2 0 0
ENSG00000225695 4 3 11 1 7 0 10 16 7
ENSG00000225697 167 213 212 112 207 92 149 309 178
ENSG00000225698 0 0 0 0 0 6 0 0 0
ENSG00000225703 1 0 1 0 0 0 0 6 0
ENSG00000225705 2 0 5 1 0 0 0 0 1
ENSG00000225706 0 0 0 0 0 0 0 0 0
ENSG00000225710 3 0 1 0 3 0 0 0 0
ENSG00000225711 0 0 1 0 0 0 2 0 0
ENSG00000225715 0 4 6 3 10 0 2 7 0
ENSG00000225720 0 0 0 4 2 0 2 3 0
ENSG00000225721 0 0 0 0 0 5 0 0 0
ENSG00000225723 0 0 0 0 0 0 0 0 0
ENSG00000225725 0 0 0 0 0 0 2 0 0
ENSG00000225726 0 7 5 1 6 0 4 6 3
ENSG00000225727 1 0 2 0 0 0 0 0 0
ENSG00000225731 1 0 0 0 2 0 0 0 0
ENSG00000225733 569 657 722 608 710 347 573 1156 643
ENSG00000225739 2 0 0 0 1 0 0 1 1
ENSG00000225746 2 13 0 0 1 12 6 2 0
ENSG00000225751 0 0 0 0 0 0 2 0 0
ENSG00000225755 0 0 0 0 0 0 1 0 0
ENSG00000225756 1 1 1 0 1 1 4 3 2
ENSG00000225760 0 3 0 0 5 0 0 0 0
ENSG00000225762 0 0 0 0 0 0 0 0 0
ENSG00000225766 0 0 0 0 0 0 0 0 0
ENSG00000225769 0 0 0 0 0 31 0 0 0
ENSG00000225774 0 0 0 0 0 0 0 1 0
ENSG00000225778 3 3 3 1 1 0 0 2 4
ENSG00000225779 1 2 0 0 1 0 0 0 1
ENSG00000225783 30 445 368 199 737 196 1250 902 731
ENSG00000225791 37 22 23 20 31 15 12 17 25
ENSG00000225792 2 19 16 16 17 0 10 34 30
ENSG00000225793 8 5 36 0 10 1 22 9 11
ENSG00000225794 0 0 0 0 0 0 0 0 0
ENSG00000225796 1 5 5 8 33 8 27 14 10
ENSG00000225798 0 0 0 6 5 1 0 0 0
ENSG00000225806 0 1 2 3 3 0 0 5 6
ENSG00000225808 1 0 2 0 4 0 4 1 2
ENSG00000225813 2 0 1 0 0 0 0 0 0
ENSG00000225822 0 1 1 0 0 0 3 10 0
ENSG00000225828 12 67 61 27 80 28 42 63 52
ENSG00000225830 211 291 228 207 320 159 267 440 304
ENSG00000225831 0 0 0 0 0 0 1 1 9
ENSG00000225840 0 5 1 1 2 2 0 3 2
ENSG00000225849 1 0 0 0 0 2 0 0 0
ENSG00000225850 0 1 0 3 2 0 2 0 10
ENSG00000225854 0 0 0 0 0 0 2 6 0
ENSG00000225855 24 21 37 26 31 3 32 35 34
ENSG00000225857 0 0 3 0 0 0 0 0 2
ENSG00000225864 3 0 9 20 17 0 6 20 0
ENSG00000225871 19 25 38 11 53 46 66 66 39
ENSG00000225872 0 0 0 0 1 0 4 0 0
ENSG00000225873 19 17 31 7 15 5 9 39 11
ENSG00000225879 0 0 0 0 0 0 0 0 0
ENSG00000225880 10 36 15 7 14 10 12 30 23
ENSG00000225883 0 0 0 0 4 0 0 0 0
ENSG00000225885 0 0 0 6 5 12 2 7 10
ENSG00000225886 0 0 0 0 0 0 2 1 0
ENSG00000225889 43 117 53 55 67 24 75 177 37
ENSG00000225891 11 34 38 11 31 17 23 29 18
ENSG00000225893 0 0 0 0 0 0 0 6 0
ENSG00000225900 1 2 1 3 7 1 1 0 0
ENSG00000225901 0 0 0 0 0 0 0 0 0
ENSG00000225907 0 0 0 0 0 0 0 0 0
ENSG00000225912 16 19 15 21 29 5 13 24 26
ENSG00000225914 2 0 0 0 0 0 0 7 0
ENSG00000225916 0 0 3 0 0 0 0 0 0
ENSG00000225918 0 0 0 1 1 0 0 0 1
ENSG00000225920 4 3 10 2 7 4 4 5 0
ENSG00000225921 246 349 217 304 458 265 393 567 303
ENSG00000225924 0 0 3 0 0 0 0 0 0
ENSG00000225928 1 0 5 0 5 0 3 4 0
ENSG00000225929 0 0 0 0 0 0 0 0 0
ENSG00000225930 3 0 2 1 0 6 0 0 0
ENSG00000225931 5 16 14 3 4 1 3 6 5
ENSG00000225932 0 0 4 0 10 1 6 4 0
ENSG00000225933 0 0 0 0 0 0 0 0 0
ENSG00000225934 0 0 2 0 1 1 1 0 3
ENSG00000225935 2 0 0 0 0 0 0 0 0
ENSG00000225936 140 19 112 83 56 53 17 94 25
ENSG00000225937 10 1 2 7 1 0 0 1 8
ENSG00000225938 0 1 0 2 7 0 4 0 0
ENSG00000225940 0 0 0 0 1 0 0 0 0
ENSG00000225945 0 0 0 0 0 1 2 0 1
ENSG00000225948 0 4 2 1 2 1 0 5 0
ENSG00000225951 0 0 0 0 3 0 0 0 0
ENSG00000225952 0 0 0 0 0 0 1 2 0
ENSG00000225953 1 2 3 1 0 0 5 12 13
ENSG00000225956 0 0 0 0 3 0 0 0 0
ENSG00000225963 21 41 21 15 46 4 74 68 35
ENSG00000225964 5 0 2 0 10 0 20 6 5
ENSG00000225968 0 0 0 0 0 0 0 0 0
ENSG00000225969 0 0 2 0 0 0 0 1 1
ENSG00000225972 22 20 21 34 27 2 6 39 14
ENSG00000225973 90 86 89 128 77 65 61 229 76
ENSG00000225975 14 33 10 23 23 8 21 56 19
ENSG00000225978 1 6 1 0 4 9 1 10 2
ENSG00000225981 1 0 1 0 0 0 0 0 0
ENSG00000225982 0 0 0 0 0 0 0 0 0
ENSG00000225984 0 0 0 0 0 0 0 0 0
ENSG00000225986 0 0 0 0 2 0 1 0 0
ENSG00000225991 10 10 10 10 8 5 6 9 6
ENSG00000225992 1 0 5 0 4 0 6 2 0
ENSG00000226003 0 2 7 0 4 0 3 7 6
ENSG00000226004 2 1 2 1 8 0 2 4 0
ENSG00000226007 0 0 3 0 0 0 0 1 1
ENSG00000226009 2 0 1 2 3 0 0 4 4
ENSG00000226010 0 0 0 3 0 0 1 0 0
ENSG00000226012 0 0 2 0 0 0 0 0 0
ENSG00000226015 20 27 25 18 28 4 27 50 14
ENSG00000226020 2 0 0 0 0 0 0 0 0
ENSG00000226025 0 0 0 0 0 0 1 1 0
ENSG00000226026 2 0 0 0 0 0 0 5 0
ENSG00000226029 23 40 24 29 95 36 39 60 64
ENSG00000226032 0 0 1 0 0 0 0 0 2
ENSG00000226036 0 0 0 0 0 0 0 2 0
ENSG00000226043 0 0 0 0 0 0 1 0 0
ENSG00000226045 0 0 1 0 5 0 2 1 0
ENSG00000226048 2 3 0 0 0 0 1 0 0
ENSG00000226049 35 27 33 33 68 8 31 83 33
ENSG00000226054 2 2 1 6 4 0 2 4 3
ENSG00000226055 4 0 10 2 5 9 7 9 3
ENSG00000226056 3 0 3 0 0 6 0 2 0
ENSG00000226057 0 3 0 0 0 0 3 0 0
ENSG00000226065 0 0 0 0 0 4 0 0 0
ENSG00000226067 33 50 50 76 68 80 39 85 74
ENSG00000226068 3 3 2 11 13 0 6 14 2
ENSG00000226070 0 3 0 0 0 0 0 0 0
ENSG00000226080 3 0 0 0 0 0 0 0 0
ENSG00000226084 30 99 40 64 97 37 48 85 76
ENSG00000226085 8 7 8 17 7 0 0 2 6
ENSG00000226086 4 0 0 7 8 2 0 5 0
ENSG00000226089 0 5 0 1 0 0 0 0 1
ENSG00000226091 112 146 140 31 69 34 103 251 55
ENSG00000226094 0 0 0 4 0 0 0 0 0
ENSG00000226097 0 0 0 0 2 0 0 0 0
ENSG00000226098 1 0 0 1 0 0 0 0 0
ENSG00000226117 0 0 0 0 0 0 0 0 0
ENSG00000226121 37 36 8 32 54 9 34 57 29
ENSG00000226122 0 0 0 0 0 5 0 0 0
ENSG00000226124 10 25 10 20 21 7 23 5 17
ENSG00000226125 3 5 0 0 0 4 2 0 1
ENSG00000226128 2 2 1 2 0 0 0 8 0
ENSG00000226131 0 0 0 0 0 0 0 0 2
ENSG00000226137 157 248 142 132 165 135 114 225 212
ENSG00000226138 0 0 0 0 0 0 1 0 0
ENSG00000226142 0 0 0 0 0 0 0 0 0
ENSG00000226144 0 1 1 0 0 0 0 2 3
ENSG00000226147 14 17 13 11 9 0 4 12 4
ENSG00000226148 2 4 3 0 1 0 12 1 2
ENSG00000226149 51 4 26 9 9 9 3 37 8
ENSG00000226158 0 0 0 0 0 0 0 3 0
ENSG00000226159 4 2 0 1 1 0 2 0 3
ENSG00000226161 0 0 1 0 0 0 0 3 0
ENSG00000226164 0 0 0 0 0 0 0 0 0
ENSG00000226167 2 5 0 4 7 2 2 8 9
ENSG00000226168 0 0 0 3 0 0 0 0 0
ENSG00000226172 0 0 0 0 0 0 0 0 0
ENSG00000226174 2 3 4 0 6 0 6 3 9
ENSG00000226180 13 24 11 10 25 52 12 26 3
ENSG00000226191 5 1 10 0 8 0 0 9 0
ENSG00000226193 0 0 1 0 1 0 1 9 0
ENSG00000226194 0 0 0 0 0 0 0 0 0
ENSG00000226200 43 61 36 37 41 42 25 71 76
ENSG00000226205 2 11 4 2 7 1 7 7 0
ENSG00000226210 199 12 200 57 211 17 94 52 152
ENSG00000226212 0 1 0 0 4 0 0 0 2
ENSG00000226220 1 0 0 0 6 0 1 0 0
ENSG00000226221 32 62 44 71 104 25 33 81 82
ENSG00000226232 7 23 6 4 22 9 1 16 17
ENSG00000226235 0 0 0 1 0 0 0 0 0
ENSG00000226237 0 0 0 0 6 0 0 0 0
ENSG00000226239 0 0 0 2 0 0 0 0 0
ENSG00000226240 0 1 0 1 0 0 0 0 2
ENSG00000226241 0 0 0 0 0 0 0 0 0
ENSG00000226243 2 5 3 1 1 0 0 3 3
ENSG00000226247 0 0 0 0 1 0 0 0 3
ENSG00000226251 0 0 0 10 0 0 0 0 0
ENSG00000226252 18 5 2 0 3 3 0 8 0
ENSG00000226253 4 3 0 8 5 0 4 0 3
ENSG00000226254 1 0 1 0 0 0 0 0 0
ENSG00000226259 25 74 79 51 31 9 25 13 24
ENSG00000226261 0 1 0 0 0 0 0 0 0
ENSG00000226266 8 17 4 3 21 13 8 20 10
ENSG00000226268 0 1 2 5 4 6 0 0 5
ENSG00000226272 1 5 0 0 0 0 0 1 0
ENSG00000226273 0 0 2 0 0 0 0 0 0
ENSG00000226276 0 0 0 0 0 0 0 0 0
ENSG00000226281 10 12 2 8 12 2 6 3 15
ENSG00000226284 0 1 2 3 2 0 7 4 0
ENSG00000226287 10 16 0 14 11 0 12 25 7
ENSG00000226288 2 1 3 0 0 1 0 2 2
ENSG00000226289 0 0 0 0 0 0 4 0 0
ENSG00000226298 0 0 3 9 0 0 0 3 0
ENSG00000226306 0 0 6 0 13 11 2 2 4
ENSG00000226309 0 0 0 2 2 0 0 0 0
ENSG00000226310 4 2 2 8 3 7 4 3 10
ENSG00000226312 19 96 61 26 102 30 54 170 44
ENSG00000226314 5 5 10 14 4 0 5 4 3
ENSG00000226318 2 2 7 0 7 2 5 8 4
ENSG00000226320 0 4 2 0 0 0 0 0 0
ENSG00000226321 4 9 2 4 8 0 7 7 1
ENSG00000226327 0 0 0 3 0 2 0 0 0
ENSG00000226328 32 51 31 57 72 19 51 74 32
ENSG00000226329 0 3 1 0 0 0 0 0 1
ENSG00000226330 0 2 0 0 0 0 0 0 0
ENSG00000226332 0 0 3 1 2 0 1 1 2
ENSG00000226334 3 1 0 0 0 0 0 0 0
ENSG00000226337 0 0 0 0 0 0 0 0 0
ENSG00000226342 0 0 0 0 0 0 0 0 1
ENSG00000226348 0 0 0 0 0 0 0 0 0
ENSG00000226352 0 0 0 0 0 0 0 0 0
ENSG00000226355 0 0 0 0 0 0 0 0 0
ENSG00000226358 1 0 5 8 0 0 1 0 0
ENSG00000226359 0 0 7 4 2 0 0 1 0
ENSG00000226360 42 49 37 97 105 25 26 95 76
ENSG00000226361 0 0 0 0 0 0 0 0 0
ENSG00000226363 0 0 4 0 0 0 0 0 0
ENSG00000226367 8 0 3 5 5 2 4 10 4
ENSG00000226372 0 0 0 0 0 2 0 0 0
ENSG00000226375 0 2 2 0 0 0 0 0 0
ENSG00000226377 1 0 0 0 0 3 0 0 0
ENSG00000226380 85 123 68 59 92 31 131 128 75
